title,year,mpaa,runtime,genres,star_rating,metascore_rating,description,director,stars,gross
The Good Neighbor,2016,Not Rated,93 minutes,Thriller/Suspense,,,,Kasra Faranahi,"James Caan,Logan Miller,Keir Gilchrist","$90,573"
Detention of the Dead,2013,Not Rated,,Comedy,,,,Alex Craig Mann,,
"Good Morning, Killer",2011,,,Thriller/Suspense,,,,Maggie Greenwald,Catherine Bell,
The Good Mother,1988,,,Drama,,,,,"Diane Keaton,Liam Neeson",
Good Neighbor Sam,1964,,,,,,,,,
A Good Marriage,2014,R,103 minutes,Thriller/Suspense,,,,Peter Askin,,
Good Morning Karachi,2013,,,Drama,,,,Sabiha Sumar,,
A Good Man in Africa,1994,R,,Comedy,,,,Bruce Beresford,,
A Good Man,2014,R,,Action,,,,Keoni Waxman,,
Good Luck of Right Now,2016,,,,,,,,,
Good Morning Vietnam,1987,R,120 minutes,Comedy,,,,Barry Levinson,Robin Williams,
Good Luck,1997,,,,,,,,,
Follow Me Boys,1966,,,,,,,,Kurt Russell,
Follow Me: The Yoni Netanyahu Story,2012,Not Rated,87 minutes,Documentary,,,,Jonathan Gruber,,
Follow Me Home,1997,,,,,,,,,
Good Luck Chuck,2007,R,95 minutes,Romantic Comedy,,,,,"Dane Cook,Jessica Alba","$59,183,821"
La Folle Histoire De Max Et LÃ©on,2016,,,Comedy,,,,Jonathan BarrÃ©,,"$9,389,874"
Folks!,1992,PG-13,,Comedy,,,,Ted Kotcheff,,
Fog Warning,2009,R,,,,,,,,
Folies Bergere,2014,,,Drama,,,,,,"$526,844"
The Fog,1980,,,Horror,,,,John Carpenter,,
Folk Hero & Funny Guy,2017,Not Rated,91 minutes,Comedy,,,,Jeff Grace,"Alex Karpovsky,Wyatt Russell",
The Fog,2005,PG-13,,Horror,,,,Rupert Wainwright,,"$37,048,526"
The Fog of War,2003,PG-13,,Documentary,,,,Errol Morris,,"$5,233,915"
Foeksia de minheks,2010,PG,,Adventure,,,,Johan Nijenhuis,,
Cheech & Chong's The Corsican Brothers,1984,,,Comedy,,,,Tommy Chong,,
Cheech & Chong's Hey Watch This,2010,R,,Concert/Performance,,,,Christian Charles,,
Focus,2001,PG-13,,Drama,,,,,,"$40,851,841"
Cheech & Chong's Next Movie,1980,R,,Comedy,,,,Tommy Chong,,
Cheech and Chong's Animated Movie,2013,R,120 minutes,Adventure,,,,Branden Chambers,"Cheech Marin,Tommy Chong",
Checkmate,2015,Not Rated,102 minutes,Thriller/Suspense,,,,"Timothy Woodward, Jr",,
Cheech,2006,Not Rated,,,,,,,,
Checking Out,1989,PG-13,,Comedy,,,,,,
Cheazeu in deo Teuraeb,2017,,116 minutes,Drama,,,,Kim Je-yeong,,"$1,405,191"
Focus,2015,PG-13,105 minutes,Romantic Comedy,,,,Glenn Ficarra,"Will Smith,Margot Robbie","$159,062,963"
Cheatin',2015,Not Rated,76 minutes,Drama,,,,Bill Plympton,Sofia Takal,
Cheap Thrills,2014,Not Rated,85 minutes,Thriller/Suspense,,,,E.L. Katz,"Pat Healy,Sara Paxton,Ethan Embry,David Koechner",
The Cheap Detective,1978,,,Comedy,,,,,Peter Falk,
Cheaper by the Dozen 2,2005,PG,94 minutes,Adventure,,,,Adam Shankman,Steve Martin,"$135,015,330"
Cheaper by the Dozen,2003,PG,98 minutes,Comedy,,,,Shawn Levy,"Steve Martin,Bonnie Hunt,Piper Perabo,Tom Welling,Hilary Duff","$190,212,113"
Che strano chiamarsi Federico,2013,,,Drama,,,,Ettore Scola,,
Che vuoi che sia,2016,,105 minutes,Comedy,,,,Edoardo Leo,,"$1,728,954"
Korku Komedi: Bana Normal Aktiviteler,2016,,,Comedy,,,,Ozgur Bakar,,"$62,813"
Korkoro,2011,Not Rated,111 minutes,Drama,,,,Tony Gatlif,Mathias Laliberte,
Korkacak Bi'Åžey Yok,2017,,96 minutes,Comedy,,,,Burak Donay,,"$1,912"
Korhram,1999,,,,,,,,,
Korczak,2012,,117 minutes,Drama,,,,Andrzej Wajda,,
The Korean,2010,Not Rated,98 minutes,Action,,,,Thomas Dixson,,
Kor,2016,,145 minutes,Drama,,,,,,"$35,989"
Korengal,2014,R,84 minutes,Documentary,,,,Sebastian Junger,,
Kootathil Oruthan,2017,,120 minutes,Comedy,,,,T.J. Gnanavel,,"$2,750"
Kony Montana,2014,R,,,,,,,,
KonwÃ³j,2016,,,Thriller/Suspense,,,,Maciej Zak,,"$34,446"
Konvert,2017,,76 minutes,Horror,,,,,,"$84,841"
Just Say Love,2010,Not Rated,,,,,,,,
Kongens Nei,2017,Not Rated,133 minutes,Drama,,,,Erik Poppe,,"$679,993"
Kono sekai no katasumi ni,2017,PG-13,130 minutes,Drama,,,,Sunao Katabuchi,,"$105,106"
Kontroll,2005,R,,Thriller/Suspense,,,,Nimrod Antal,,
Just One Time,2000,R,,,,,,,,
Just One of the Guys,1985,,,Comedy,,,,,,
Just My Luck,2006,PG-13,,Romantic Comedy,,,,Donald Petrie,,"$38,159,905"
Just Mercy: A Story of Justice and Redemption,2016,,,Drama,,,,Destin Daniel Cretton,,
Just Like Us,2011,R,72 minutes,Documentary,,,,Ahmed Ahmed,,
Just Like the Son,2010,PG-13,,,,,,,,
Just Looking,2000,R,,,,,,Jason Alexander,,
Just Married,2003,PG-13,,Romantic Comedy,,,,Shawn Levy,,"$101,564,935"
Just Like a Woman,2013,R,90 minutes,Drama,,,,Richid Bouchareb,"Sienna Miller,Golshifteh Farahani",
Just Let Go,2015,PG-13,106 minutes,Drama,,,,C.S. Clark,Henry Ian Cusick,
Just Like Heaven,2005,PG-13,95 minutes,Romantic Comedy,,,,Mark Waters,"Reese Witherspoon,Mark Ruffalo","$100,687,083"
Just Jim,2015,,,Black Comedy,,,,Craig Roberts,,"$13,507"
Just in Time for Christmas,2017,,96 minutes,Romantic Comedy,,,,Sean McNamara,,
Ninotchka,1939,,110 minutes,,,,,,,
Ninnu Kori,2017,,137 minutes,Drama,,,,Shiva Nirvana,,"$77,861"
El Nino,2015,Not Rated,136 minutes,Thriller/Suspense,,,,Daniel Monzon,"Luis Tosar,Jesus Castro","$18,800,245"
Ninja's Creed,2010,,90 minutes,Action,,,,,,
Ninja: Shadow of a Tear,2013,R,,,,,,,,
Just Go With It,2011,PG-13,115 minutes,Romantic Comedy,,,,Dennis Dugan,"Adam Sandler,Jennifer Aniston","$214,974,953"
Ninja III: The Domination,1984,,,Action,,,,Sam Firstenberg,,
Ninja II: Shadow of a Tear,2013,Not Rated,94 minutes,Action,,,,Isaac Florentine,,
Ninja,2009,R,,,,,,Isaac Florentine,,
The Nines,2007,R,,Drama,,,,,,
Nineteen Eighty-Four,1984,,,Thriller/Suspense,,,,Michael Radford,,
Nine Nation Animation,2010,Not Rated,82 minutes,Multiple Genres,,,,Kajsa Naess,,
Ninja Assassin,2009,R,99 minutes,Action,,,,James McTeigue,,"$62,209,892"
Nine Lives,2005,R,,Drama,,,,,"Aidan Quinn,Dakota Fanning","$1,578,830"
Nine Inch Nails Live: Beside You in Time,2007,,,Concert/Performance,,,,,,
Nine Months,1995,PG-13,102 minutes,Comedy,,,,Chris Columbus,"Hugh Grant,Julianne Moore","$138,486,431"
Ostatnia Rodzina,2016,,123 minutes,Drama,,,,Jan P. Jan P. Matuszynski,,"$39,175"
The Osterman Weekend,1983,,,Thriller/Suspense,,,,Sam Peckinpah,,
Nine Lives,2016,PG,87 minutes,Adventure,,,,Barry Sonnenfeld,"Kevin Spacey,Jennifer Garner,Christopher Walken,Robbie Amell,Cheryl Hines,Malina Weissman","$44,223,197"
Osombie,2012,,,Horror,,,,John Lyde,,
OSS 117,2008,Not Rated,,Action,,,,,,"$23,726,439"
Osman Pazarlama,2015,,114 minutes,Comedy,,,,Togan GÃ¶kbakar,,"$9,332,435"
Osmosis Jones,2001,PG,95 minutes,Adventure,,,,Bobby Farrelly,,
Oscar et la dame Rose,2010,Not Rated,,,,,,,,
Oscar and Lucinda,1997,R,,Drama,,,,,,
The Osiris Child: Science Fiction Volume One,2017,,95 minutes,Drama,,,,Shane Abbess,,"$47,915"
"Oslo, 31 August",2012,Not Rated,95 minutes,Drama,,,,Jochim Trier,"Anders Danielsen Lie,Malin Crepin",
Oscar,1991,PG,,Comedy,,,,John Landis,Sylvester Stallone,
Osama,2004,PG-13,,Drama,,,,,,"$1,971,479"
Os Gatos nÃ£o TÃªm Vertigens,2014,,124 minutes,Drama,,,,AntÃ³nio-Pedro Vasconcelos,,"$513,885"
Bed & Breakfast,2011,PG-13,,,,,,,,
Becoming Redwood,2012,R,,Drama,,,,Jesse James Miller,,
Becoming Who I Was,2016,,,Documentary,,,,Chang-Yong Moon,,"$271,015"
Os Dez Mandamentos: O Filme,2015,PG-13,120 minutes,Drama,,,,Alexandre Avancini,,"$204,396"
Orwell Rolls in His Grave,2004,Not Rated,,Documentary,,,,,,
Becoming Bulletproof,2015,Not Rated,80 minutes,Documentary,,,,Michael Barnett,,
Becoming Jane,2007,PG,120 minutes,Romantic Comedy,,,,,Anne Hathaway,"$39,380,876"
Becks,2018,Not Rated,92 minutes,Drama,,,,Elizabeth Rohrbaugh,Lena Hall,
Becket,1964,PG-13,,Drama,,,,,,
Because You're Mine,2010,,103 minutes,Musical,,,,,,
Because It's Christmas: Barry Manilow,1991,,,Concert/Performance,,,,,,
Because of GrÃ¡cia,2017,PG-13,107 minutes,Drama,,,,Tom Simes,,
Because of Winn-Dixie,2005,PG,106 minutes,Comedy,,,,Wayne Wang,,"$33,508,485"
BÃ©bÃ©'s Kids,1992,PG-13,72 minutes,Adventure,,,,,,
Because I Said So,2007,PG-13,102 minutes,Comedy,,,,Michael Lehmann,"Diane Keaton,Mandy Moore","$69,538,833"
The Beaux' Stratgem - NT Live,2015,,,Concert/Performance,,,,,,"$493,637"
Marfa Girl,2015,Not Rated,105 minutes,Drama,,,,Larry Clark,"Adam Mediano,Mercedes Maxwell",
Beavis and Butt-Head Do America,1996,PG-13,81 minutes,Adventure,,,,Mike Judge,,
Marecages,2011,,111 minutes,Drama,,,,Guy Edoin,,
Marebito,2005,Not Rated,,Horror,,,,,,"$20,893"
The Beaver,2011,PG-13,91 minutes,Comedy,,,,,Mel Gibson,"$5,046,038"
Marfa si banii,2008,,,Thriller/Suspense,,,,,,
Mardi Gras: Made in China,2006,Not Rated,,Documentary,,,,,,
Marcianos Contra Mexicanos,2017,,90 minutes,Adventure,,,,Gabriel Riva Palacio Alatriste,,"$1,179,925"
Marco Polo,2017,,,Action,,,,Rob Cohen,,
Marco Polo: Return to Xanadu,2001,,,Adventure,,,,Ron Merk,,
Marci X,2003,R,,Comedy,,,,Richard Benjamin,,
March or Die,1977,,,,,,,,,
Marcello Mastroianni - I Remember,1999,,,,,,,,,
La marche de l'empereur,2005,G,80 minutes,Documentary,,,,,,"$133,276,359"
People Say I'm Crazy,2004,Not Rated,,Documentary,,,,,,
People v. The State of Illusion,2011,Not Rated,86 minutes,Documentary,,,,Scott Cervne,,
The People Under the Stairs,1991,R,103 minutes,Horror,,,,Wes Craven,,
The Marc Pease Experience,2009,PG-13,,Comedy,,,,,Jason Schwartzman,"$394,033"
A People Uncounted,2014,Not Rated,99 minutes,Documentary,,,,Aaron Yeger,,
"People, Places, Things",2015,R,86 minutes,Comedy,,,,James C. Strouse,Jemaine Clement,"$215,381"
People: Jet Set 2,2004,,,,,,,,,"$4,545,743"
The People I've Slept With,2010,Not Rated,,Romantic Comedy,,,,,,
People Like Us,2012,PG-13,115 minutes,Drama,,,,Alex Kurtzman,"Chris Pine,Elizabeth Banks,Michael Hall D'Addario","$12,617,472"
Penumbra,2012,,85 minutes,Horror,,,,Adrian Bogliano,Cristina Brondo,"$47,371"
People of a Feather,2013,Not Rated,92 minutes,Documentary,,,,Joel Heath,,
The Penthouse,2010,R,,,,,,,,
Der Letzte Mann,1925,Not Rated,90 minutes,Drama,,,,F.W. Murnau,,
The People Garden,2016,R,89 minutes,Drama,,,,James LeGros,"Dree Hemingway,Pamela Anderson,James LeGros",
People I Know,2003,R,,,,,,,Al Pacino,"$5,694,213"
People Hold On,2015,Not Rated,95 minutes,Romantic Comedy,,,,Michael Seater,"Katie Boland,Paula Brancati,Mazin Elsadig,Ashley Leggat,Jonathan Malen,Al Mukadam,Noah Reid,Chloe Rose",
Letters From Jackie: The Private Thoughts of Jackie Robinson,2013,,,Documentary,,,,,,
The Letters,2015,PG,118 minutes,Drama,,,,William Riead,Juliet Stevenson,
Letters to God,2010,PG,110 minutes,Drama,,,,,,"$3,237,452"
Letters to Juliet,2010,PG,105 minutes,Drama,,,,Gary Winick,,"$82,148,538"
Letters from Iwo Jima,2006,R,101 minutes,Drama,,,,Clint Eastwood,Ken Watanabe,"$67,867,998"
Letters from a Killer,1998,,,Drama,,,,David Carson,,
A Letter to True,2004,Not Rated,,Documentary,,,,,,
The Letter,2012,R,,,,,,,,
Let's Talk About Sex,1998,,,Comedy,,,,,,
Letters from Baghdad,2017,Not Rated,95 minutes,Documentary,,,,,,"$479,651"
Let's Spend the Night Together,1983,,,Concert/Performance,,,,Hal Ashby,,
The Letter: An American Town and the 'Somali Invasion',2005,Not Rated,,Documentary,,,,,,
Let's Rap,2015,,,Comedy,,,,Neil Huber,,
Lets Not Talk About It,2010,,,,,,,,,
Allure,2015,Not Rated,84 minutes,Drama,,,,Vladan Nikolic,,
Alles Voor Elkaar,2017,,93 minutes,Comedy,,,,Danny Stolker,,"$443,007"
All's Faire in Love,2011,PG,104 minutes,Romantic Comedy,,,,Scott Marshall,"Owen Benjamin,Christina Ricci,Ann-Margret,Cedric the Entertainer,Matthew Lillard",
Alles unter Kontrolle,2015,,93 minutes,Documentary,,,,Werner Boote,,"$120,340"
The Allnighter,1987,,,Comedy,,,,,"Susanna Hoffs,Dedee Pfeiffer,Joan Cusack",
Alles is Liefde,2007,,110 minutes,,,,,,,"$7,966,048"
L'allenatore nel pallone 2,2008,,112 minutes,Comedy,,,,,,"$10,116,005"
Alleluia! The Devil's Carnival,2015,Not Rated,,Musical,,,,Darren Lynn Bousman,,
AllÃ©luia,2015,Not Rated,90 minutes,Thriller/Suspense,,,,Fabrice Du Weiz,Lola Duenas,
Allan Quatermain and the Lost City,1987,,,Adventure,,,,,"Sharon Stone,Richard Chamberlain",
Allegiance,2013,R,91 minutes,Thriller/Suspense,,,,Michael Connors,"Seth Gabel,Bow Wow,Pablo Schreiber,Malik Yoba",
Allegro,2007,Not Rated,,Drama,,,,,,
Alle Anderen,2010,Not Rated,,Drama,,,,,,
Allied,2016,R,124 minutes,Drama,,,,Robert Zemeckis,"Brad Pitt,Marion Cotillard","$119,520,023"
Interview with a Hitman,2013,,96 minutes,Thriller/Suspense,,,,Perry Bhandal,Luke Goss,"$61,596"
Allah Made Me Funny,2008,Not Rated,,Documentary,,,,,,
Intervention,2007,Not Rated,,Drama,,,,Mary McGuckian,,
Intersection,1994,R,,Drama,,,,,"Richard Gere,Sharon Stone",
Interview,2007,R,,Drama,,,,Steve Buscemi,,
The Intervention,2016,R,89 minutes,Drama,,,,Clea DuVall,"Clea DuVall,Melanie Lynskey,Natasha Lyonne,Vincent Piazza,Jason Ritter,Ben Schwartz,Alia Shawkat,Cobie Smulders",
The Interview,2014,R,111 minutes,Comedy,,,,Seth Rogen,"Seth Rogen,James Franco","$12,342,632"
The Interrupters,2011,Not Rated,127 minutes,Documentary,,,,Steve James,,
Interrupted Melody,1955,,106 minutes,,,,,Curtis Bernhardt,"Glenn Ford,Eleanor Parker",
The Interns,1962,,,,,,,,,
Interrogation,2016,R,93 minutes,Action,,,,Stephen Reynolds,,"$2,178"
The Internetâ€™s Own Boy: The Story of Aaron Swartz,2014,R,104 minutes,Documentary,,,,Brian Knappenberger,,
Interstellar,2014,PG-13,165 minutes,Adventure,,,,Christopher Nolan,Matthew McConaughey,"$667,752,422"
Internet Dating,2008,,,Comedy,,,,,,
The Internship,2013,PG-13,119 minutes,Comedy,,,,Shawn Levy,"Vince Vaughn,Owen Wilson","$93,672,764"
The Interpreter,2005,PG-13,128 minutes,Thriller/Suspense,,,,Sydney Pollack,"Nicole Kidman,Sean Penn","$162,753,837"
Hey Happy!,2002,Not Rated,,,,,,,,
Hey Duggee Cinema Experience,2017,,61 minutes,Adventure,,,,,,"$115,623"
"Hey, Hey, It's Esther Blueburger",2010,PG-13,,Comedy,,,,,,
Hey Bartender,2013,Not Rated,92 minutes,Documentary,,,,Douglas Tirola,,
The Hexecutioners,2015,,,Thriller/Suspense,,,,Jesse Thomas Cook,,$297
Hexed,1993,R,,Comedy,,,,,,
Hey Arnold! The Movie,2002,PG,,Adventure,,,,,,
Hexe Lilli rettet Weihnachten,2017,,100 minutes,Comedy,,,,Wolfgang Groos,,"$541,286"
"HEY, BOO: Harper Lee and To Kill a Mockingbird",2011,Not Rated,82 minutes,Documentary,,,,Mary McDonagh Murphy,,
"Hexe Lilli, der Drache und das magische Buch",2009,,,,,,,,,"$11,338,495"
Un heureux Ã©vÃ©nement,2011,R,107 minutes,,,,,,,"$1,407,394"
L'Heure ZÃ©ro,2007,,107 minutes,,,,,,,"$1,512,047"
Detective Conan '04,2004,,,,,,,,,
Hetjur Valhallar,2011,PG,,,,,,,,
Heung-boo: The Revolutionist,2017,,105 minutes,Drama,,,,,,"$3,155,672"
Detective Conan: Jolly Roger in Deep Azure,2007,,95 minutes,Adventure,,,,,,"$19,128,108"
L'heure d'Ã©tÃ©,2009,Not Rated,103 minutes,Drama,,,,,Juliette Binoche,"$6,947,001"
Detective Byomkesh Bakshy,2015,Not Rated,150 minutes,Drama,,,,Dibakar Banerjee,Sushant Singh Rajput,"$401,639"
Het nieuwe Rijksmuseum,2015,Not Rated,228 minutes,Documentary,,,,Oeke Hoogendijk,,"$110,089"
Desu nÃ´to: Light Up the New World,2016,,135 minutes,Thriller/Suspense,,,,Shinsuke Sato,,"$11,774,689"
Desu Noto 2,2009,,,Thriller/Suspense,,,,,,"$47,000,000"
The Destroyer,2015,,,Adventure,,,,Shane Black,,
The Details,2012,R,96 minutes,Black Comedy,,,,Jacob Aaron Estes,"Tobey Maguire,Elizabeth Banks,Laura Linney",
Desu Noto 3: L: Change the World,2008,,,Thriller/Suspense,,,,,,"$22,730,665"
Desu Noto,2008,,,Thriller/Suspense,,,,,,"$21,497,802"
Destroyer,2018,,,Action,,,,Karyn Kusama,,
Destiny,2014,PG-13,,Drama,,,,Jeremy Whittaker,,$450
Detained in the Desert,2014,R,95 minutes,Drama,,,,Ilana Sosa,Carey Fox,
Destiny Turns on the Radio,1995,R,,Comedy,,,,,,
"Destinees Sentimentales, Les",2000,Not Rated,,,,,,,,
Les Destinees,2002,Not Rated,,,,,,,,
Detachment,2012,Not Rated,97 minutes,Drama,,,,Tony Kaye,Adrien Brody,"$3,742,697"
The Good Lie,2014,PG-13,109 minutes,Drama,,,,Philippe Falardeau,Reese Witherspoon,
The Good Liar,2018,,,Thriller/Suspense,,,,Bill Condon,,
Good Intentions,2009,PG-13,,,,,,,,
The Good Humor Man,2008,,,Drama,,,,,,
Good Kill,2015,R,103 minutes,Drama,,,,Andrew Niccol,Ethan Hawke,"$703,380"
Good Housekeeping,2002,R,,Comedy,,,,,,
Good Kids,2016,R,90 minutes,Comedy,,,,Chris McCoy,"Nicholas Braun,Zoey Deutch","$23,670"
The Good Heart,2010,R,,Drama,,,,,"Brian Cox,Paul Dano","$340,930"
Good Guys Wear Black,1978,,,Action,,,,,Chuck Norris,
Good Guys,2012,,,,,,,,,
Flywheel,2003,,,Drama,,,,,,
FML,2016,R,98 minutes,Comedy,,,,Jason Nash,"Jason Nash,Brandon Calvillo",
Good Hair,2009,PG-13,95 minutes,Documentary,,,,Jeff Stilson,Chris Rock,
The Good Girl,2002,R,,Comedy,,,,,Jennifer Aniston,"$16,585,503"
The Good Guy,2010,R,90 minutes,Romantic Comedy,,,,Julio Depierto,"Alexis Bledel,Scott Porter,Bryan Greenberg","$106,466"
The Good German,2006,R,105 minutes,Drama,,,,Steven Soderbergh,"George Clooney,Cate Blanchett","$6,678,033"
Flying Tigers,2011,,,Multiple Genres,,,,,,
Flypaper,2011,Not Rated,87 minutes,Comedy,,,,Rob Minkoff,"Patrick Dempsey,Ashley Judd","$1,172,291"
The Flying Scotsman,2007,PG-13,,Drama,,,,,,"$1,271,817"
Flying Lessons,2012,R,103 minutes,Drama,,,,Derek Magyar,"Maggie Grace,Christine Lahti,Jonathan Tucker,Hal Holbrook",
Flying High,1931,,79 minutes,Romantic Comedy,,,,,,
A Flying Jatt,2016,Not Rated,164 minutes,Action,,,,Remo D'Souza,Tiger Shroff,"$131,962"
The Flying Machine,2011,,,Adventure,,,,Martin Clapp,Heather Graham,"$16,407"
Flying Monsters 3D,2011,Not Rated,39 minutes,Documentary,,,,Matthew Dyas,,"$10,894,223"
The Flying Fleet,1929,,100 minutes,Drama,,,,,,
Flying: Confessions of a Free Woman,2007,Not Rated,,Documentary,,,,,,
Flying By,2009,PG-13,,,,,,,,"$4,568,257"
"Che, Part 2: Guerrilla",2009,,,,,,,Steven Soderbergh,,
Che!,1969,,,Drama,,,,Richard Fleischer,,
Che sau,2012,R,,,,,,Cheang Pou-Soi,,"$2,760,511"
"Che, Part 1: The Argentine",2009,Not Rated,134 minutes,Drama,,,,Steven Soderbergh,,
"Che, El Ar the Argentine",2008,R,,,,,,,,"$30,118,557"
Chaw,2011,R,,Horror,,,,,,
Chavez Cage of Glory,2013,,,Drama,,,,Hector Echavarria,,
Chatty Catties,2014,,,Black Comedy,,,,Pablo Valencia,Megan Hensley,
Chavela,2017,Not Rated,93 minutes,Documentary,,,,Catherine Gund,,"$208,665"
Chattahoochee,1990,,,Drama,,,,Mick Jackson,,
Chatterbox,2009,G,,,,,,,,
Chattanooga Choo Choo,1983,,102 minutes,Comedy,,,,Bruce Bilson,George Kennedy,
The Chatterley Affair,2006,,,Drama,,,,,,
Chatroom,2010,,,Thriller/Suspense,,,,,,
Kongen av BastÃ¸y,2012,Not Rated,112 minutes,Drama,,,,Marius Holst,Stellan SkarsgÃ¥rd,
En kongelig affÃ¦re,2012,R,137 minutes,Drama,,,,Nikolaj Arcel,"Mads Mikkelsen,Alicia Vikander,Mikkel Boe Folsgaard","$18,983,277"
Konferenz der Tiere,2010,PG,93 minutes,Adventure,,,,,,"$53,048,539"
Kong saan mei yan,2009,R,,,,,,,,
KÅ�ng tiÄ�n liÃ¨,2017,,118 minutes,Action,,,,Chen Li,,"$47,533,312"
Der Kommer en Dag,2016,,110 minutes,Drama,,,,Jasper W. Nielsen,,"$47,255"
Kon-Tiki,2013,PG-13,118 minutes,Drama,,,,Joachim Roenning,Pal Sverre Hagen,"$21,572,102"
Die kommenden Tage,2010,,,Thriller/Suspense,,,,,,"$7,221,324"
Komediant,2002,Not Rated,,,,,,,,
Komban,2015,,,Action,,,,,,"$8,618"
Kolya,1997,PG-13,,Comedy,,,,,,
Koltchak,2008,,124 minutes,Drama,,,,,,"$38,585,047"
Koneko monogatari,1989,G,76 minutes,Adventure,,,,,,"$13,349,107"
Kong: Skull Island,2017,PG-13,118 minutes,Adventure,,,,Jordan Vogt-Roberts,"Tom Hiddleston,Samuel L. Jackson,Brie Larson","$561,137,727"
Just Eat It: A Food Waste Story,2015,Not Rated,74 minutes,Documentary,,,,Grant Baldwin,,
Just Charlie,2018,,97 minutes,Drama,,,,Rebekah Fortune,,
Just Between Friends,1986,,,Drama,,,,,,
Just Buried,2008,,,Black Comedy,,,,,"Jay Baruchel,Rose Byrne",
Just Getting Started,2017,PG-13,90 minutes,Comedy,,,,Ron Shelton,"Morgan Freeman,Tommy Lee Jones,Rene Russo","$6,709,821"
Just Friends,2005,PG-13,95 minutes,Comedy,,,,Roger Kumble,"Ryan Reynolds,Amy Smart","$42,797,679"
Just Cause,1995,R,102 minutes,Thriller/Suspense,,,,Arne Glimcher,"Sean Connery,Laurence Fishburne",
Just Before I Go,2015,R,90 minutes,Comedy,,,,Courteney Cox,"Seann William Scott,Olivia Thirlby",
Just Another Day,2010,R,,,,,,,,
Just Add Water,2008,R,,Comedy,,,,,,
Just a Little Harmless Sex,1999,R,,,,,,Rick Rosenthal,,
Just 45 Minutes from Broadway,2012,R,,,,,,,,
Just a Kiss,2002,R,,,,,,,,
Jury Duty,1995,PG-13,,Comedy,,,,,,
Nine Dead Gay Guys,2003,R,,Comedy,,,,,,
JÃ»san-nin no shikaku,2011,R,125 minutes,Action,,,,Takashi Miike,"Koji Yakusho,Takayuki Yamada,Yusuke Iseya,Goro Inagaki,Masachika Ichimura,Mikijiro Hira,Hiroki Matsukata,Ikki Sawamura,Arata Furuta,Tsuyoshi Ihara,Masataka Kubota,Sousuke Takaoka,Seiji Rokkaku,Koen Kondo,Yuma Ishigaki","$18,727,440"
Nine Dead,2009,R,,,,,,,,
Nine 1/2 Weeks,1986,,,Drama,,,,Adrian Lyne,,
Ninas Mal,2007,,,,,,,,,"$5,300,000"
Nina's Tragedies,2005,Not Rated,,Comedy,,,,,,"$254,068"
Nina Forever,2015,R,,Horror,,,,Chris Blaine,,"$11,611"
Nina's Heavenly Delights,2007,PG-13,94 minutes,Comedy,,,,,Shelley Conn,
La NiÃ±a en la Piedra,2009,R,,,,,,,,
La NiÃ±a de la Mina,2016,,,Horror,,,,Jorge Eduardo Ramirez,,"$842,429"
Nina,2017,,86 minutes,Drama,,,,Juraj Lehotsky,,"$21,476"
Nine,2009,PG-13,118 minutes,Musical,,,,Rob Marshall,"Daniel Day-Lewis,Marion Cotillard,PenÃ©lope Cruz,Judi Dench,Kate Hudson,Nicole Kidman,Fergie","$53,508,858"
Orphans of War,2016,,,Action,,,,,,
Orthodox,2015,,98 minutes,Drama,,,,David Leon,,"$4,390"
Oru Nalla Naal Paarthu Soldren,2017,,149 minutes,Comedy,,,,P. Arumugakumar,,"$37,108"
Nina,2016,Not Rated,90 minutes,Drama,,,,Cynthia Mort,Zoe Saldana,
Oru Muthassi Gadha,2016,,144 minutes,Comedy,,,,Joseph Jude Anthany,,"$2,560"
Orphans And Kingdoms,2014,,74 minutes,Drama,,,,Paolo Rotondo,,"$25,667"
Orphans,1987,,,Drama,,,,Alan J. Pakula,,
Les Beaux Gosses,2009,,,Comedy,,,,,,"$5,152,345"
Orphans,2000,Not Rated,,,,,,,,
Orphan Train,2017,,,Drama,,,,,,
Les beaux jours,2013,Not Rated,94 minutes,Drama,,,,Marion Vernoux,"Fanny Ardant,Laurent Lafitte","$679,578"
Nim's Island,2008,PG,96 minutes,Adventure,,,,Mark Levin,"Abigail Breslin,Jodie Foster,Gerard Butler","$101,857,425"
Beauty Shop,2005,PG-13,105 minutes,Comedy,,,,Bille Woodruff,,"$38,351,350"
The Beauty Inside,2015,Not Rated,127 minutes,Drama,,,,Jong-Yeol Baek,"Han Hyo-joo,Park Seo-Jun,Juri Ueno,Lee Jin-wook,Kim Joo-Hyuk,Yu Yeon-Seok","$15,164,325"
Beauty and the Beast: The Enchanted Christmas,2002,,,,,,,Andrew Knight,,
Beauty and the Bestie,2015,,,Action,,,,Wenn V. Deramas,,"$64,754"
Beauty and the Beast,2010,R,,Drama,,,,David Lister,,"$11,700,000"
Beauty and the Beast (IMAX),2002,G,,Musical,,,,,,
Beauty and the Beast,1947,,93 minutes,Musical,,,,Jean Cocteau,,
Beautopia,1999,,,,,,,,,
The Beauty Academy of Kabul,2006,Not Rated,,Documentary,,,,,,
Beauty and the Beast,1991,G,85 minutes,Musical,,,,Gary Trousdale,"Paige O'Hara,Robby Benson","$451,329,842"
Maraviglioso Boccaccio,2016,,,Comedy,,,,Paolo Taviani,,"$54,199"
Marathon Man,1976,,,,,,,John Schlesinger,Dustin Hoffman,
